"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"154","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","70","The class 'CommonDao' has a Cyclomatic Complexity of 8 (Highest = 21).","Code Size Rules","CyclomaticComplexity"
"155","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","75","Parameter 'user' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"156","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","76","Local variable 'password' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"157","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","77","Local variable 'query' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"158","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","78","Local variable 'queryObject' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"159","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","81","Local variable 'users' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"160","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","82","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"161","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","83","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"162","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","2","91","Avoid reassigning parameters such as 'user'","Design Rules","AvoidReassigningParameters"
"163","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","91","Parameter 'newPwd' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"164","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","92","Local variable 'query' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"165","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","96","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"166","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","106","Parameter 'user' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"167","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","110","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"168","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","122","The String literal 'unchecked' appears 4 times in this file; the first occurrence is on line 122","String and StringBuffer Rules","AvoidDuplicateLiterals"
"169","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","123","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"170","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","123","Parameter 'uploadFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"171","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","123","The method 'uploadFile' has a Cyclomatic Complexity of 17.","Code Size Rules","CyclomaticComplexity"
"172","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","123","The method uploadFile() has an NPath complexity of 3122","Code Size Rules","NPathComplexity"
"173","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","125","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"174","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","131","The String literal 'UTF-8' appears 4 times in this file; the first occurrence is on line 131","String and StringBuffer Rules","AvoidDuplicateLiterals"
"175","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","133","Found 'DU'-anomaly for variable 'reflectHelper' (lines '133'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"176","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","146","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"177","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","147","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"178","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","148","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"179","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","155","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"180","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","156","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"181","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","164","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"182","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","166","Found 'DU'-anomaly for variable 'path' (lines '166'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"183","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","167","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"184","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","171","Found 'DD'-anomaly for variable 'fileName' (lines '171'-'175').","Controversial Rules","DataflowAnomalyAnalysis"
"185","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","172","Avoid unused local variables such as 'swfName'.","Unused Code Rules","UnusedLocalVariable"
"186","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","172","Found 'DD'-anomaly for variable 'swfName' (lines '172'-'176').","Controversial Rules","DataflowAnomalyAnalysis"
"187","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","174","Avoid variables with short names like mf","Naming Rules","ShortVariable"
"188","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","176","Found 'DD'-anomaly for variable 'swfName' (lines '176'-'176').","Controversial Rules","DataflowAnomalyAnalysis"
"189","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","176","Found 'DU'-anomaly for variable 'swfName' (lines '176'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"190","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","177","Found 'DD'-anomaly for variable 'extend' (lines '177'-'177').","Controversial Rules","DataflowAnomalyAnalysis"
"191","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","177","Found 'DU'-anomaly for variable 'extend' (lines '177'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"192","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","178","Found 'DD'-anomaly for variable 'myfilename' (lines '178'-'184').","Controversial Rules","DataflowAnomalyAnalysis"
"193","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","178","Found 'DD'-anomaly for variable 'myfilename' (lines '178'-'187').","Controversial Rules","DataflowAnomalyAnalysis"
"194","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","179","Found 'DD'-anomaly for variable 'noextfilename' (lines '179'-'179').","Controversial Rules","DataflowAnomalyAnalysis"
"195","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","179","Found 'DD'-anomaly for variable 'noextfilename' (lines '179'-'183').","Controversial Rules","DataflowAnomalyAnalysis"
"196","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","179","Found 'DU'-anomaly for variable 'noextfilename' (lines '179'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"197","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","191","Found 'DD'-anomaly for variable 'fileprefixName' (lines '191'-'191').","Controversial Rules","DataflowAnomalyAnalysis"
"198","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","191","Found 'DU'-anomaly for variable 'fileprefixName' (lines '191'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"199","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","199","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"200","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","203","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"201","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","224","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"202","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","238","Parameter 'uploadFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"203","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","3","238","The method 'viewOrDownloadFile' has a Cyclomatic Complexity of 18.","Code Size Rules","CyclomaticComplexity"
"204","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","241","Found 'DD'-anomaly for variable 'bis' (lines '241'-'252').","Controversial Rules","DataflowAnomalyAnalysis"
"205","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","241","Found 'DD'-anomaly for variable 'bis' (lines '241'-'258').","Controversial Rules","DataflowAnomalyAnalysis"
"206","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","242","Found 'DD'-anomaly for variable 'bos' (lines '242'-'279').","Controversial Rules","DataflowAnomalyAnalysis"
"207","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","245","Found 'DU'-anomaly for variable 'ctxPath' (lines '245'-'300').","Controversial Rules","DataflowAnomalyAnalysis"
"208","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","246","Found 'DD'-anomaly for variable 'downLoadPath' (lines '246'-'249').","Controversial Rules","DataflowAnomalyAnalysis"
"209","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","246","Found 'DU'-anomaly for variable 'downLoadPath' (lines '246'-'300').","Controversial Rules","DataflowAnomalyAnalysis"
"210","org.jeecgframework.core.common.dao.impl","src/org/jeecgframework/core/common/dao/impl/CommonDao.java","5","247","Found 'DD'-anomaly for variable 'fileLength' (lines '247'-'250').","Controversial Rules","DataflowAnomalyAnalysis"
